2023/02/06 17:38:28.202 [D] [mysql.go:92]  Execute SQL with DSN(srd-mariadb102-01-qcsh-test.nioint.com:3306/mer_order_sit) : select @@version
2023/02/06 17:55:08.892 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 17:55:08.892 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 17:55:08.892 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 17:55:08.893 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 17:55:08.893 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 17:55:08.893 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 17:55:08.893 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 17:55:08.893 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 17:55:08.893 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 17:55:08.893 [D] [soar.go:137]  main loop SQL: select id, account_id, cancel_no, refund_no, out_order_no, out_biz_no, refund_payment_no, refund_source, refund_point, refund_point_result, refund_cash, refund_cash_result, status, auto_refund_times, refund_type, is_delete, create_user, create_time, update_user, update_time, biz_type from refund_money_record where status in ( 11 , 21 , 40 , -1 ) and auto_refund_times <5 order by id desc limit 0,50
2023/02/06 17:55:08.894 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 17:55:08.894 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 17:55:08.894 [D] [soar.go:137]  main loop SQL: select id, account_id, cancel_no, refund_no, out_order_no, out_biz_no, refund_payment_no, refund_source, refund_point, refund_point_result, refund_cash, refund_cash_result, status, auto_refund_times, refund_type, is_delete, create_user, create_time, update_user, update_time, biz_type from refund_money_record where status in ( 11 , 21 , 40 , -1 ) and auto_refund_times <5 order by id desc limit 0,50
2023/02/06 17:55:08.895 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 17:55:08.895 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 17:55:08.895 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 17:55:08.895 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 17:55:08.895 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 17:55:08.895 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 17:55:08.896 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 17:55:08.896 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 17:55:08.896 [D] [soar.go:137]  main loop SQL: select id, account_id, cancel_no, refund_no, out_order_no, out_biz_no, refund_payment_no, refund_source, refund_point, refund_point_result, refund_cash, refund_cash_result, status, auto_refund_times, refund_type, is_delete, create_user, create_time, update_user, update_time, biz_type from refund_money_record where status in ( 11 , 21 , 40 , -1 ) and auto_refund_times <5 order by id desc limit 0,50
2023/02/06 17:55:08.896 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 17:55:08.896 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 17:55:08.896 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 17:55:08.897 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 17:55:08.897 [D] [soar.go:137]  main loop SQL: select id, account_id, cancel_no, refund_no, out_order_no, out_biz_no, refund_payment_no, refund_source, refund_point, refund_point_result, refund_cash, refund_cash_result, status, auto_refund_times, refund_type, is_delete, create_user, create_time, update_user, update_time, biz_type from refund_money_record where status in ( 11 , 21 , 40 , -1 ) and auto_refund_times <5 order by id desc limit 0,50
2023/02/06 17:55:08.897 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 17:55:08.897 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 17:55:08.897 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 17:55:08.898 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 17:55:08.898 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 17:55:08.898 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
